date,total_viajes,total_ecologicos,total_tradicionales,porcentaje_ecologicos,porcentaje_tradicionales,promedio_precio_ecologico,promedio_precio_tradicional,promedio_velocidad_ecologica,promedio_velocidad_tradicional
2024-08-30,4,0,4,0.0,100.0,,24.06,,0.24
2024-08-29,88211,1599,86612,1.81,98.19,24.29,24.05,0.75,0.31
2024-08-28,93261,1593,91668,1.71,98.29,24.47,23.47,0.29,0.24
2024-08-27,84401,1525,82876,1.81,98.19,23.77,23.46,0.31,0.3
2024-08-26,75182,1550,73632,2.06,97.94,23.54,23.3,0.23,0.3
2024-08-25,73906,1308,72598,1.77,98.23,23.15,23.71,0.25,0.26
2024-08-24,81401,1246,80155,1.53,98.47,23.34,22.87,0.21,0.19
2024-08-23,81010,1454,79556,1.79,98.21,22.58,23.67,0.22,0.18
2024-08-22,85129,1505,83624,1.77,98.23,22.96,23.95,0.2,0.18
2024-08-21,84466,1460,83006,1.73,98.27,22.65,23.67,0.46,0.17
2024-08-20,83141,1452,81689,1.75,98.25,22.52,23.97,0.45,0.25
2024-08-19,73009,1443,71566,1.98,98.02,22.33,24.35,0.23,0.19
2024-08-18,74228,1203,73025,1.62,98.38,22.16,23.0,0.32,0.37
2024-08-17,84827,1276,83551,1.5,98.5,23.06,22.97,0.21,0.64
2024-08-16,84255,1407,82848,1.67,98.33,22.53,23.22,0.2,0.26
2024-08-15,90977,1559,89418,1.71,98.29,22.73,23.63,0.22,0.26
2024-08-14,90204,1446,88758,1.6,98.4,21.73,23.39,0.2,0.18
2024-08-13,83236,1424,81812,1.71,98.29,22.04,23.38,0.3,0.18
2024-08-12,71190,1459,69731,2.05,97.95,21.64,23.51,0.22,0.46
2024-08-11,71266,1187,70079,1.67,98.33,23.15,24.35,0.22,0.3
2024-08-10,86988,1181,85807,1.36,98.64,22.08,22.96,0.28,0.51
2024-08-09,82594,1360,81234,1.65,98.35,21.05,23.01,0.2,0.19
2024-08-08,98530,1643,96887,1.67,98.33,21.73,23.98,0.19,0.16
2024-08-07,99203,1558,97645,1.57,98.43,22.7,24.14,0.23,0.2
2024-08-06,108588,1715,106873,1.58,98.42,21.27,23.76,0.18,0.16
2024-08-05,83479,1463,82016,1.75,98.25,22.26,23.47,0.25,0.2
2024-08-04,76139,1203,74936,1.58,98.42,21.64,23.08,0.23,0.53
2024-08-03,103348,1272,102076,1.23,98.77,22.03,23.22,0.21,0.24
2024-08-02,96588,1664,94924,1.72,98.28,21.56,23.25,0.3,0.21
2024-08-01,106087,1634,104453,1.54,98.46,21.99,23.64,0.27,0.52
2024-07-31,99773,1501,98272,1.5,98.5,22.1,23.82,0.21,0.25
2024-07-30,93868,1447,92421,1.54,98.46,22.53,23.68,0.2,0.19
2024-07-29,78183,1536,76647,1.96,98.04,21.89,23.36,0.21,0.18
2024-07-28,78577,1292,77285,1.64,98.36,22.26,23.3,0.23,0.28
2024-07-27,88044,1184,86860,1.34,98.66,22.56,22.95,0.29,0.21
2024-07-26,89095,1572,87523,1.76,98.24,22.31,23.7,0.2,0.59
2024-07-25,102635,1654,100981,1.61,98.39,23.12,24.42,0.21,0.2
2024-07-24,103694,1614,102080,1.56,98.44,22.32,23.89,0.29,0.28
2024-07-23,98863,1581,97282,1.6,98.4,21.98,23.97,0.19,0.23
2024-07-22,83816,1487,82329,1.77,98.23,21.77,23.28,0.2,0.35
2024-07-21,81935,1328,80607,1.62,98.38,22.52,23.17,0.23,0.28
2024-07-20,96034,1327,94707,1.38,98.62,21.51,22.8,0.21,0.34
2024-07-19,94614,1542,93072,1.63,98.37,22.49,23.42,0.32,1.07
2024-07-18,107896,1652,106244,1.53,98.47,22.41,24.54,0.2,0.26
2024-07-17,117512,1683,115829,1.43,98.57,22.14,24.17,0.19,0.16
2024-07-16,116556,1598,114958,1.37,98.63,22.15,24.11,0.22,0.25
2024-07-15,90307,1525,88782,1.69,98.31,21.18,23.42,0.2,0.3
2024-07-14,85245,1217,84028,1.43,98.57,22.43,22.88,0.26,0.54
2024-07-13,91513,1275,90238,1.39,98.61,22.18,22.57,0.23,0.26
2024-07-12,91732,1520,90212,1.66,98.34,21.5,23.25,0.35,0.39
2024-07-11,105917,1681,104236,1.59,98.41,21.34,23.94,0.22,0.2
2024-07-10,108601,1738,106863,1.6,98.4,22.34,23.71,0.19,0.33
2024-07-09,100046,1557,98489,1.56,98.44,22.37,23.72,0.19,0.19
2024-07-08,79946,1470,78476,1.84,98.16,21.31,23.51,0.19,0.26
2024-07-07,65079,1286,63793,1.98,98.02,22.99,23.77,0.37,0.99
2024-07-06,66654,1204,65450,1.81,98.19,22.24,23.09,0.25,0.2
2024-07-05,66658,1306,65352,1.96,98.04,21.31,23.11,0.22,0.34
2024-07-04,54993,795,54198,1.45,98.55,20.75,23.08,0.22,0.28
2024-07-03,72514,1511,71003,2.08,97.92,21.84,22.9,0.2,0.22
2024-07-02,79906,1418,78488,1.77,98.23,22.39,23.22,0.2,0.42
2024-07-01,75829,1410,74419,1.86,98.14,21.69,23.39,0.28,0.39
2024-06-30,81803,1195,80608,1.46,98.54,23.01,23.94,0.31,0.42
2024-06-29,100302,1310,98992,1.31,98.69,22.13,23.11,0.32,0.21
2024-06-28,100085,1566,98519,1.56,98.44,22.72,24.05,0.2,0.36
2024-06-27,113566,1726,111840,1.52,98.48,22.69,24.86,0.28,0.4
2024-06-26,120665,1753,118912,1.45,98.55,22.13,24.41,0.2,0.24
2024-06-25,114471,1759,112712,1.54,98.46,22.5,24.25,0.19,0.26
2024-06-24,96657,1630,95027,1.69,98.31,22.03,23.76,0.19,0.6
2024-06-23,91530,1358,90172,1.48,98.52,22.87,22.82,0.24,0.33
2024-06-22,107955,1491,106464,1.38,98.62,22.15,22.41,0.2,0.24
2024-06-21,107450,1690,105760,1.57,98.43,22.01,23.23,0.18,0.21
2024-06-20,113038,1815,111223,1.61,98.39,21.87,24.01,0.18,0.23
2024-06-19,93371,1194,92177,1.28,98.72,21.98,22.83,0.21,0.29
2024-06-18,112174,1630,110544,1.45,98.55,21.99,23.61,0.19,0.18
2024-06-17,90285,1508,88777,1.67,98.33,21.51,22.98,0.32,0.19
2024-06-16,93738,1060,92678,1.13,98.87,22.8,23.56,0.21,0.5
2024-06-15,105358,1458,103900,1.38,98.62,22.75,22.55,0.27,0.19
2024-06-14,112357,1710,110647,1.52,98.48,22.25,23.17,0.19,0.25
2024-06-13,117308,1851,115457,1.58,98.42,22.08,23.72,0.19,0.21
2024-06-12,112611,1756,110855,1.56,98.44,22.13,23.65,0.2,0.25
2024-06-11,109187,1703,107484,1.56,98.44,22.49,23.64,0.2,0.24
2024-06-10,94534,1636,92898,1.73,98.27,22.27,23.67,0.2,0.75
2024-06-09,94518,1450,93068,1.53,98.47,22.63,24.19,0.26,0.36
2024-06-08,122071,1410,120661,1.16,98.84,22.6,23.11,0.21,0.46
2024-06-07,119356,1848,117508,1.55,98.45,22.77,23.49,0.18,0.18
2024-06-06,128617,1873,126744,1.46,98.54,22.21,24.75,0.18,0.24
2024-06-05,122554,1723,120831,1.41,98.59,22.62,24.25,0.18,0.31
2024-06-04,113347,1738,111609,1.53,98.47,22.41,24.25,0.19,0.29
2024-06-03,97895,1595,96300,1.63,98.37,22.16,23.7,0.19,0.42
2024-06-02,94694,1586,93108,1.67,98.33,22.82,24.25,0.22,0.51
2024-06-01,120471,1656,118815,1.37,98.63,21.92,23.08,0.21,0.3
2024-05-31,105954,1749,104205,1.65,98.35,22.22,23.55,0.18,0.24
2024-05-30,111850,1753,110097,1.57,98.43,22.62,24.15,0.2,0.16
2024-05-29,110820,1771,109049,1.6,98.4,22.42,24.48,0.18,0.3
2024-05-28,93558,1640,91918,1.75,98.25,22.66,24.22,0.25,0.28
2024-05-27,63890,1324,62566,2.07,97.93,20.82,22.8,0.28,0.56
2024-05-26,77714,1344,76370,1.73,98.27,22.13,22.97,0.22,0.44
2024-05-25,82298,1377,80921,1.67,98.33,21.8,22.53,0.25,0.58
2024-05-24,98239,1760,96479,1.79,98.21,22.73,23.58,0.18,0.22
2024-05-23,111117,1902,109215,1.71,98.29,22.25,24.23,0.19,0.2
2024-05-22,119303,1921,117382,1.61,98.39,22.54,24.25,0.18,0.39
2024-05-21,110801,1731,109070,1.56,98.44,22.65,24.02,0.2,0.27
2024-05-20,94781,1691,93090,1.78,98.22,22.42,23.61,0.19,0.18
2024-05-19,102253,1523,100730,1.49,98.51,21.0,23.8,0.21,0.25
2024-05-18,127358,1556,125802,1.22,98.78,22.07,23.44,0.2,0.66
2024-05-17,120356,1832,118524,1.52,98.48,22.36,23.56,0.18,0.34
2024-05-16,130116,2008,128108,1.54,98.46,22.33,24.57,0.18,0.25
2024-05-15,126130,1951,124179,1.55,98.45,22.64,25.19,0.19,0.43
2024-05-14,120357,1920,118437,1.6,98.4,22.67,25.03,0.19,0.22
2024-05-13,99433,1767,97666,1.78,98.22,22.45,24.22,0.2,0.35
2024-05-12,101010,1466,99544,1.45,98.55,22.66,23.0,0.24,0.37
2024-05-11,120993,1564,119429,1.29,98.71,21.46,22.97,0.19,0.19
2024-05-10,125591,1891,123700,1.51,98.49,22.18,23.74,0.34,0.36
2024-05-09,123986,1944,122042,1.57,98.43,22.78,24.46,0.23,0.29
2024-05-08,116228,1829,114399,1.57,98.43,22.49,24.39,0.26,0.31
2024-05-07,108854,1784,107070,1.64,98.36,22.65,24.26,0.18,0.51
2024-05-06,91569,1714,89855,1.87,98.13,21.71,24.37,0.35,0.19
2024-05-05,107549,1432,106117,1.33,98.67,21.28,23.1,0.26,0.34
2024-05-04,124425,1580,122845,1.27,98.73,21.91,22.83,0.32,0.38
2024-05-03,116396,1888,114508,1.62,98.38,22.54,23.54,0.19,0.2
2024-05-02,121040,1913,119127,1.58,98.42,22.62,24.25,0.19,0.19
2024-05-01,111602,1827,109775,1.64,98.36,22.35,24.23,0.19,0.16
2024-04-30,102940,1708,101232,1.66,98.34,21.73,23.63,0.21,0.26
2024-04-29,86927,1621,85306,1.86,98.14,21.72,23.58,0.2,0.27
2024-04-28,88767,1398,87369,1.57,98.43,22.08,23.09,0.23,0.38
2024-04-27,109267,1630,107637,1.49,98.51,22.18,22.79,0.28,0.32
2024-04-26,102364,1616,100748,1.58,98.42,22.36,23.68,0.2,0.41
2024-04-25,111563,1727,109836,1.55,98.45,21.64,24.37,0.2,0.23
2024-04-24,99247,1715,97532,1.73,98.27,21.52,23.98,0.2,0.17
2024-04-23,91461,1585,89876,1.73,98.27,21.06,23.45,0.21,0.21
2024-04-22,80902,1522,79380,1.88,98.12,21.09,23.04,0.25,0.21
2024-04-21,95504,1405,94099,1.47,98.53,21.35,23.0,0.22,0.29
2024-04-20,123533,1584,121949,1.28,98.72,22.12,23.25,0.19,0.3
2024-04-19,109389,1741,107648,1.59,98.41,21.0,23.5,0.2,0.25
2024-04-18,122641,1882,120759,1.53,98.47,22.28,23.9,0.18,0.21
2024-04-17,116251,1896,114355,1.63,98.37,21.84,23.92,0.21,0.4
2024-04-16,101463,1704,99759,1.68,98.32,21.44,24.0,0.18,0.19
2024-04-15,89867,1709,88158,1.9,98.1,22.24,23.62,0.19,0.28
2024-04-14,100016,1269,98747,1.27,98.73,21.73,23.33,0.21,0.32
2024-04-13,121020,1447,119573,1.2,98.8,21.67,22.3,0.24,0.34
2024-04-12,113116,1789,111327,1.58,98.42,22.16,23.25,0.19,0.26
2024-04-11,131017,1910,129107,1.46,98.54,21.45,23.76,0.18,0.22
2024-04-10,111665,1400,110265,1.25,98.75,21.41,23.35,0.2,0.32
2024-04-09,109781,1681,108100,1.53,98.47,22.22,23.6,0.19,0.22
2024-04-08,87485,1547,85938,1.77,98.23,21.25,22.9,0.24,1.31
2024-04-07,94579,1185,93394,1.25,98.75,22.1,22.96,0.43,0.25
2024-04-06,122205,1453,120752,1.19,98.81,21.48,22.83,0.2,0.34
2024-04-05,123226,1725,121501,1.4,98.6,21.63,23.24,0.27,0.27
2024-04-04,125402,1874,123528,1.49,98.51,21.87,23.66,0.22,0.36
2024-04-03,129793,2047,127746,1.58,98.42,20.84,24.02,0.2,0.28
2024-04-02,120766,1890,118876,1.57,98.43,21.08,23.43,0.17,0.26
2024-04-01,84145,1664,82481,1.98,98.02,21.41,23.16,0.21,0.43
2024-03-31,88407,1312,87095,1.48,98.52,20.97,22.69,0.22,0.21
2024-03-30,104277,1347,102930,1.29,98.71,20.92,22.27,0.26,0.34
2024-03-29,109239,1615,107624,1.48,98.52,21.24,22.89,0.26,0.29
2024-03-28,120619,1886,118733,1.56,98.44,21.64,24.09,0.23,0.19
2024-03-27,111190,1798,109392,1.62,98.38,21.26,23.71,0.21,0.3
2024-03-26,103383,1732,101651,1.68,98.32,21.69,23.44,0.19,0.39
2024-03-25,83381,1590,81791,1.91,98.09,21.56,23.32,0.27,0.52
2024-03-24,90667,1188,89479,1.31,98.69,21.05,22.97,0.26,0.26
2024-03-23,112655,1220,111435,1.08,98.92,20.43,21.94,0.2,0.36
2024-03-22,106191,1703,104488,1.6,98.4,21.59,23.11,0.32,0.36
2024-03-21,119418,1906,117512,1.6,98.4,21.23,23.15,0.18,0.24
2024-03-20,108960,1819,107141,1.67,98.33,21.42,23.33,0.27,0.23
2024-03-19,100984,1736,99248,1.72,98.28,21.24,23.34,0.23,0.21
2024-03-18,83963,1649,82314,1.96,98.04,20.84,23.07,0.19,0.34
2024-03-17,90115,1222,88893,1.36,98.64,21.28,23.44,0.45,0.32
2024-03-16,118939,1475,117464,1.24,98.76,21.21,22.88,0.19,0.29
2024-03-15,115324,1783,113541,1.55,98.45,21.41,23.26,0.29,0.27
2024-03-14,122907,1867,121040,1.52,98.48,22.3,24.02,0.19,0.19
2024-03-13,108203,1853,106350,1.71,98.29,21.28,23.66,0.39,0.17
2024-03-12,101132,1670,99462,1.65,98.35,21.33,23.86,0.19,0.17
2024-03-11,87580,1631,85949,1.86,98.14,20.87,23.04,0.22,0.18
2024-03-10,90984,1255,89729,1.38,98.62,21.16,22.67,0.21,0.2
2024-03-09,126019,1532,124487,1.22,98.78,20.26,22.21,0.32,0.21
2024-03-08,107792,1829,105963,1.7,98.3,21.21,23.11,0.24,0.17
2024-03-07,110142,1868,108274,1.7,98.3,21.64,23.43,0.19,0.3
2024-03-06,119593,2063,117530,1.73,98.27,20.8,23.42,0.18,0.2
2024-03-05,102772,1729,101043,1.68,98.32,21.1,23.42,0.18,0.16
2024-03-04,84736,1701,83035,2.01,97.99,20.4,23.16,0.19,0.22
2024-03-03,85697,1276,84421,1.49,98.51,21.69,22.88,0.36,0.21
2024-03-02,111290,1417,109873,1.27,98.73,20.82,22.22,0.32,0.24
2024-03-01,106505,1845,104660,1.73,98.27,21.37,22.91,0.18,0.25
2024-02-29,117370,1933,115437,1.65,98.35,21.57,23.4,0.18,0.17
2024-02-28,102531,1847,100684,1.8,98.2,20.98,23.59,0.18,0.18
2024-02-27,107242,1762,105480,1.64,98.36,20.39,23.12,0.19,0.17
2024-02-26,76619,1614,75005,2.11,97.89,21.13,23.69,0.2,0.18
2024-02-25,85030,1198,83832,1.41,98.59,21.25,22.53,0.3,0.21
2024-02-24,108713,1390,107323,1.28,98.72,20.3,22.15,0.42,0.18
2024-02-23,93732,1531,92201,1.63,98.37,21.11,23.01,0.19,0.39
2024-02-22,105966,1716,104250,1.62,98.38,21.22,23.48,0.19,0.33
2024-02-21,95862,1565,94297,1.63,98.37,21.15,23.13,0.23,0.19
2024-02-20,88584,1546,87038,1.75,98.25,21.24,23.25,0.2,0.18
2024-02-19,66879,1344,65535,2.01,97.99,20.84,22.44,0.22,0.22
2024-02-18,84116,1274,82842,1.51,98.49,21.15,22.26,0.24,0.24
2024-02-17,96514,1322,95192,1.37,98.63,20.33,21.78,0.23,0.25
2024-02-16,95373,1720,93653,1.8,98.2,21.65,23.14,0.22,0.17
2024-02-15,111993,1915,110078,1.71,98.29,21.48,23.11,0.2,0.17
2024-02-14,112667,2037,110630,1.81,98.19,20.71,22.99,0.2,0.25
2024-02-13,63930,917,63013,1.43,98.57,20.13,21.27,0.21,0.21
2024-02-12,84157,1717,82440,2.04,97.96,20.52,22.9,0.22,0.19
2024-02-11,87154,1268,85886,1.45,98.55,20.96,22.42,0.39,0.32
2024-02-10,104119,1495,102624,1.44,98.56,21.22,22.23,0.33,0.32
2024-02-09,101129,1845,99284,1.82,98.18,21.11,23.24,0.18,0.24
2024-02-08,104474,1866,102608,1.79,98.21,21.4,23.52,0.22,0.24
2024-02-07,94816,1704,93112,1.8,98.2,21.6,23.78,0.2,0.5
2024-02-06,94873,1747,93126,1.84,98.16,20.84,23.13,0.25,0.19
2024-02-05,80911,1710,79201,2.11,97.89,20.73,22.83,0.19,0.21
2024-02-04,79819,1188,78631,1.49,98.51,21.22,22.48,0.42,0.2
2024-02-03,103600,1489,102111,1.44,98.56,20.82,21.85,0.41,0.18
2024-02-02,97586,1802,95784,1.85,98.15,21.49,22.63,0.21,0.16
2024-02-01,101374,1787,99587,1.76,98.24,21.14,23.31,0.19,0.17
2024-01-31,95126,1780,93346,1.87,98.13,21.21,23.04,0.2,0.18
2024-01-30,94394,1729,92665,1.83,98.17,21.02,22.86,0.41,0.43
2024-01-29,76874,1720,75154,2.24,97.76,21.19,22.7,0.21,0.19
2024-01-28,83803,1233,82570,1.47,98.53,20.56,22.02,1.71,0.2
2024-01-27,103800,1402,102398,1.35,98.65,20.84,22.32,0.24,0.18
2024-01-26,97359,1719,95640,1.77,98.23,20.74,22.83,0.19,0.19
2024-01-25,101333,1743,99590,1.72,98.28,21.81,23.47,0.24,0.2
2024-01-24,97894,1774,96120,1.81,98.19,21.05,23.18,0.19,0.2
2024-01-23,92544,1617,90927,1.75,98.25,21.64,23.06,0.24,0.17
2024-01-22,77633,1598,76035,2.06,97.94,20.75,22.76,0.18,0.18
2024-01-21,75708,1225,74483,1.62,98.38,19.82,21.89,0.45,0.32
2024-01-20,100921,1472,99449,1.46,98.54,20.03,21.34,0.21,0.22
2024-01-19,88911,1730,87181,1.95,98.05,20.45,22.34,0.21,0.19
2024-01-18,101838,1825,100013,1.79,98.21,21.46,23.11,0.22,0.17
2024-01-17,100843,1936,98907,1.92,98.08,20.24,23.03,0.19,0.19
2024-01-16,84312,1658,82654,1.97,98.03,20.26,23.4,0.21,0.2
2024-01-15,68349,1113,67236,1.63,98.37,19.86,21.91,0.24,0.21
2024-01-14,85903,1266,84637,1.47,98.53,20.31,22.01,0.33,0.21
2024-01-13,96763,1469,95294,1.52,98.48,19.91,21.94,0.31,0.24
2024-01-12,94010,1769,92241,1.88,98.12,21.1,22.84,0.22,0.26
2024-01-11,96103,1803,94300,1.88,98.12,21.79,23.35,0.21,0.23
2024-01-10,87779,1706,86073,1.94,98.06,20.82,22.94,0.2,0.2
2024-01-09,86841,1750,85091,2.02,97.98,20.03,22.08,0.38,0.37
2024-01-08,72852,1685,71167,2.31,97.69,20.77,22.74,0.28,0.19
2024-01-07,59756,1016,58740,1.7,98.3,19.97,22.05,0.22,0.24
2024-01-06,89287,1409,87878,1.58,98.42,19.64,21.58,0.25,0.19
2024-01-05,95310,1843,93467,1.93,98.07,21.1,22.7,0.19,0.2
2024-01-04,95042,1830,93212,1.93,98.07,21.18,23.33,0.19,0.18
2024-01-03,73898,1518,72380,2.05,97.95,21.08,22.97,0.21,0.19
2024-01-02,66003,1383,64620,2.1,97.9,20.89,23.26,0.28,0.2
2024-01-01,68786,992,67794,1.44,98.56,20.98,24.37,0.33,0.26
2023-12-31,68473,1184,67289,1.73,98.27,20.14,22.61,0.44,0.22
2023-12-30,73805,1308,72497,1.77,98.23,20.62,23.53,0.22,0.19
2023-12-29,76873,1502,75371,1.95,98.05,21.21,24.5,0.23,0.18
2023-12-28,74977,1473,73504,1.96,98.04,20.91,24.69,0.23,0.17
2023-12-27,71806,1474,70332,2.05,97.95,20.76,24.64,0.22,0.18
2023-12-26,60436,1406,59030,2.33,97.67,20.99,24.33,0.21,0.22
2023-12-25,40047,775,39272,1.94,98.06,20.38,23.56,0.35,0.25
2023-12-24,59953,1147,58806,1.91,98.09,19.51,21.6,0.21,0.2
2023-12-23,75451,1349,74102,1.79,98.21,20.76,22.41,0.28,0.18
2023-12-22,100667,1958,98709,1.95,98.05,21.4,22.99,0.21,0.49
2023-12-21,106821,2066,104755,1.93,98.07,21.33,23.68,0.18,0.17
2023-12-20,108365,2026,106339,1.87,98.13,21.64,23.77,0.19,0.17
2023-12-19,111629,2024,109605,1.81,98.19,21.04,23.79,0.24,0.17
2023-12-18,92003,1929,90074,2.1,97.9,20.59,23.23,0.24,0.19
2023-12-17,96546,1433,95113,1.48,98.52,21.64,23.1,0.29,0.19
2023-12-16,124872,1869,123003,1.5,98.5,21.75,23.93,0.35,0.19
2023-12-15,127132,2202,124930,1.73,98.27,21.81,24.26,0.18,0.23
2023-12-14,130053,2171,127882,1.67,98.33,22.04,25.24,0.18,0.17
2023-12-13,123620,2094,121526,1.69,98.31,21.43,24.59,0.19,0.19
2023-12-12,114795,1968,112827,1.71,98.29,21.48,24.6,0.19,0.16
2023-12-11,98470,1876,96594,1.91,98.09,21.41,23.62,0.2,0.19
2023-12-10,99198,1508,97690,1.52,98.48,20.25,23.21,0.22,0.38
2023-12-09,124899,1752,123147,1.4,98.6,21.17,24.13,0.27,0.17
2023-12-08,118977,2035,116942,1.71,98.29,22.05,24.3,0.29,0.19
2023-12-07,121633,2098,119535,1.72,98.28,22.1,24.86,0.21,0.15
2023-12-06,118447,2148,116299,1.81,98.19,21.45,24.7,0.2,0.15
2023-12-05,110207,1944,108263,1.76,98.24,22.03,24.47,0.24,0.23
2023-12-04,91485,1909,89576,2.09,97.91,21.66,23.96,0.21,0.22
2023-12-03,94849,1332,93517,1.4,98.6,21.35,23.16,0.28,0.19
2023-12-02,114067,1715,112352,1.5,98.5,21.36,23.95,0.33,0.23
2023-12-01,116590,2165,114425,1.86,98.14,21.89,24.48,0.17,0.18
2023-11-30,111556,1991,109565,1.78,98.22,21.63,25.02,0.21,0.2
2023-11-29,102795,2044,100751,1.99,98.01,21.61,25.01,0.18,0.19
2023-11-28,107651,1881,105770,1.75,98.25,21.73,24.23,0.24,0.19
2023-11-27,84488,1782,82706,2.11,97.89,21.71,24.02,0.2,0.21
2023-11-26,72875,1431,71444,1.96,98.04,20.73,23.72,0.34,0.21
2023-11-25,79113,1389,77724,1.76,98.24,21.0,23.68,0.22,0.19
2023-11-24,70679,1308,69371,1.85,98.15,20.69,23.3,0.23,0.19
2023-11-23,56907,1232,55675,2.16,97.84,20.33,22.22,0.28,0.25
2023-11-22,82233,1830,80403,2.23,97.77,22.16,23.8,0.2,0.16
2023-11-21,98877,2133,96744,2.16,97.84,21.73,24.39,0.19,0.17
2023-11-20,89924,1846,88078,2.05,97.95,22.47,23.59,0.19,0.21
2023-11-19,89526,1573,87953,1.76,98.24,22.17,22.94,0.28,0.2
2023-11-18,115962,1737,114225,1.5,98.5,21.63,22.73,0.23,0.21
2023-11-17,108338,1992,106346,1.84,98.16,22.21,24.14,0.19,0.16
2023-11-16,117647,2015,115632,1.71,98.29,22.11,24.34,0.24,0.17
2023-11-15,112000,1976,110024,1.76,98.24,22.06,24.59,0.2,0.18
2023-11-14,106229,1974,104255,1.86,98.14,21.8,24.08,0.18,0.22
2023-11-13,90895,1736,89159,1.91,98.09,21.58,23.71,0.22,0.18
2023-11-12,93587,1466,92121,1.57,98.43,21.82,23.21,0.31,0.2
2023-11-11,112765,1750,111015,1.55,98.45,21.5,23.47,0.2,0.18
2023-11-10,112886,1968,110918,1.74,98.26,21.23,23.57,0.19,0.17
2023-11-09,115287,2025,113262,1.76,98.24,22.52,25.07,0.27,0.17
2023-11-08,112267,1969,110298,1.75,98.25,21.93,24.43,0.18,0.16
2023-11-07,102334,1768,100566,1.73,98.27,20.25,23.36,0.22,0.25
2023-11-06,90064,1829,88235,2.03,97.97,21.85,24.18,0.2,0.17
2023-11-05,92353,1382,90971,1.5,98.5,22.48,23.32,0.24,0.2
2023-11-04,112623,1561,111062,1.39,98.61,22.25,23.37,0.26,0.19
2023-11-03,109670,2027,107643,1.85,98.15,21.88,24.11,0.2,0.16
2023-11-02,114926,2019,112907,1.76,98.24,22.33,24.57,0.2,0.15
2023-11-01,113376,2206,111170,1.95,98.05,21.26,24.01,0.22,0.19
2023-10-31,93029,1850,91179,1.99,98.01,21.34,23.41,0.38,0.32
2023-10-30,87379,1793,85586,2.05,97.95,21.59,23.48,0.32,0.18
2023-10-29,94098,1539,92559,1.64,98.36,21.24,23.53,0.22,0.23
2023-10-28,115768,1705,114063,1.47,98.53,21.99,24.05,0.22,0.17
2023-10-27,111469,2004,109465,1.8,98.2,22.34,24.25,0.2,0.17
2023-10-26,115499,1970,113529,1.71,98.29,23.15,24.71,0.29,0.16
2023-10-25,107013,1891,105122,1.77,98.23,22.7,24.65,0.27,0.16
2023-10-24,101361,1828,99533,1.8,98.2,21.81,24.47,0.2,0.29
2023-10-23,87699,1791,85908,2.04,97.96,21.75,23.87,0.34,0.19
2023-10-22,95089,1479,93610,1.56,98.44,21.53,23.67,0.26,0.21
2023-10-21,110741,1634,109107,1.48,98.52,21.98,22.96,0.21,0.19
2023-10-20,110131,2056,108075,1.87,98.13,22.18,24.17,0.2,0.34
2023-10-19,113388,2124,111264,1.87,98.13,23.12,24.7,0.34,0.21
2023-10-18,108008,2053,105955,1.9,98.1,22.0,24.97,1.42,0.16
2023-10-17,103745,1862,101883,1.79,98.21,22.22,24.42,0.24,0.2
2023-10-16,89441,1755,87686,1.96,98.04,21.97,24.04,0.53,0.19
2023-10-15,89324,1471,87853,1.65,98.35,22.28,23.64,0.23,0.23
2023-10-14,107928,1494,106434,1.38,98.62,21.79,23.19,0.22,0.2
2023-10-13,103977,2009,101968,1.93,98.07,22.4,24.32,0.2,0.19
2023-10-12,112194,2069,110125,1.84,98.16,22.21,25.17,0.19,0.17
2023-10-11,105945,1898,104047,1.79,98.21,21.75,24.59,0.18,0.18
2023-10-10,98207,1745,96462,1.78,98.22,22.83,24.61,0.26,0.17
2023-10-09,73896,1509,72387,2.04,97.96,21.53,23.85,0.26,0.2
2023-10-08,84902,1420,83482,1.67,98.33,21.87,24.38,0.34,0.23
2023-10-07,101968,1450,100518,1.42,98.58,22.03,22.87,0.22,0.21
2023-10-06,102120,1978,100142,1.94,98.06,21.64,24.04,0.2,0.17
2023-10-05,109694,1971,107723,1.8,98.2,22.69,24.51,0.19,0.17
2023-10-04,107101,1954,105147,1.82,98.18,21.74,24.05,0.18,0.16
2023-10-03,101368,1926,99442,1.9,98.1,21.68,23.99,0.19,0.2
2023-10-02,87971,1812,86159,2.06,97.94,21.75,24.12,0.3,0.19
2023-10-01,88284,1466,86818,1.66,98.34,22.05,24.03,0.38,0.26
2023-09-30,102353,1462,100891,1.43,98.57,21.95,22.8,0.43,0.18
2023-09-29,88116,1529,86587,1.74,98.26,23.01,25.51,0.18,0.19
2023-09-28,113223,2142,111081,1.89,98.11,22.27,24.64,0.2,0.16
2023-09-27,106904,1990,104914,1.86,98.14,22.37,24.35,0.18,0.16
2023-09-26,101401,1979,99422,1.95,98.05,21.99,24.52,0.22,0.19
2023-09-25,80793,1587,79206,1.96,98.04,20.46,22.76,0.25,0.29
2023-09-24,4101,1310,2791,31.94,68.06,21.4,27.47,0.36,0.51
2023-09-23,4711,1397,3314,29.65,70.35,21.41,28.01,0.34,0.91
2023-09-22,4271,1879,2392,43.99,56.01,23.2,30.51,0.3,0.55
2023-09-21,36972,2089,34883,5.65,94.35,22.42,23.93,0.2,0.19
2023-09-20,95975,2018,93957,2.1,97.9,22.37,25.28,0.24,0.44
2023-09-19,92333,1807,90526,1.96,98.04,21.9,24.91,0.25,0.23
